QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,skill,b
624,3211,Complete missing number mental addition problems with numbers over 1000,203,Mental Addition and Subtraction,B,"A \( 3 \) digit number belongs in this box to make the calculation true
\(
467+\square=1253
\)
What is the \( 3^{\text {rd }} \) digit of the number that belongs in the box?",\( 4 \),\( 6 \),\( 0 \),\( 3 \),1138.0,,1514.0,,,0.0
625,375,Convert single digit integer percentages to fractions,238,Converting between Fractions and Percentages,C,\( 4 \% \) as a fraction is....,\( \frac{2}{5} \),\( \frac{4}{10} \),\( \frac{1}{25} \),\( \frac{1}{4} \),619.0,619.0,,329.0,,0.0
627,1531,Substitute negative non-integer values into expressions involving no powers or roots,67,Substitution into Formula,C,"What is the value of
\( a b \)
when \( a=9 \) and \( b=-0.5 \) ?",\( -45 \),\( -9.05 \),\( -4.5 \),\( 8.5 \),189.0,,,1900.0,,0.0
629,3319,"Solve problems involving converting between fractions, decimals and percentages",238,Converting between Fractions and Percentages,A,"Tom and Katie are arguing about percentages.
Tom says \( 45 \%>0.059 \)
Katie says \( 45 \%>\frac{16}{31} \)
Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,,,1622.0,,0.0
631,483,Raise a positive integer to a positive integer power,245,"Squares, Cubes, etc",C,"Jo and Paul are arguing about powers.

Jo says there is no value of \( m \) that means \( 3^{m} \) is even.

Paul says there is no value of \( n \) that means \( 4^{n} \) ends in \( 0 \).
Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,557.0,557.0,,557.0,,0.0
633,1494,Solve quadratic equations using balancing,65,Quadratic Equations,D,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d+3)^{2}-25=0
\)

Step \( 1 \)
\(
(d+3)^{2}=25
\)",\( d+3=5 \),\( d+3=12.5 \),\( d^{2}=22 \),\( d+3= \pm 5 \),132.0,2539.0,969.0,,Quadratics,1.0
636,221,Round numbers greater than 1 to two significant figures,215,Rounding to Significant Figures,A,"Tom and Katie are arguing about rounding.

Tom says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 1 \) significant figure is \( \mathbf{6 0 0} \)

Katie says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 2 \) significant figures is \( \mathbf{6 0 0} \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1402.0,,,0.0
637,313,Multiply two decimals together with a different number of decimal places,224,Multiplying and Dividing with Decimals,B,\( 0.15 \times 0.2= \),\( 3 \),\( 0.03 \),\( 0.3 \),\( 0.003 \),1708.0,,1708.0,1708.0,,0.0
638,1030,Represent a linear inequality with a single tail on a numberline,165,Inequalities on Number Lines,D,Which of the following diagrams represents \( x \leq 1 \) ?,"![A number line with integers from -5 to 5 marked on, with x as the axis label. There is an empty circle above 1, with an arrow pointing to the right coming off it.]()","![A number line with integers from -5 to 5 marked on, with x as the axis label. There is a filled in circle above 1, with an arrow pointing to the right coming off it.]()","![A number line with integers from -5 to 5 marked on, with x as the axis label. There is an empty circle above 1, with an arrow pointing to the left coming off it.]()","![A number line with integers from -5 to 5 marked on, with x as the axis label. There is a filled in circle above 1, with an arrow pointing to the right coming off it.]()",,1880.0,550.0,,,0.0
639,84,Complete missing number mental addition problems up to 1000 ,203,Mental Addition and Subtraction,C,What number belongs in the box to make the calculation correct? \( 263+\square=900 \),\( 1163 \),\( 747 \),\( 637 \),\( 647 \),2271.0,467.0,,,,0.0
641,3134,Identify factors of algebraic expressions,219,Factors and Highest Common Factor,D,"Tom and Katie are discussing factors

Tom says \( 4 \) is a common factor of \( 6 x \) and \( 9 y^{2} \)

Katie says \( y \) is a common factor of \( 6 x \) and \( 9 y^{2} \)

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1554.0,1554.0,1554.0,,,0.0
642,1438,Factorise a quadratic expression in the form ax² - c,254,Difference of Two Squares,A,"When factorised, \( 9 x^{2}-16 \) will become...",\( (3 x+4)(3 x-4) \),\( 9 x(x-16) \),\( 3 x(3 x-16-) \),\( (3 x+4)(3 x+4) \),,2549.0,2549.0,547.0,,0.0
643,277,Carry out division problems involving negative non-integers,212,Multiplying and Dividing Negative Numbers,A,\( \frac{(-3) \times(-2)}{(-0.2)}= \),\( -30 \),\( -3 \),\( 30 \),\( 3 \),,1619.0,1558.0,,,0.0
646,221,Round numbers greater than 1 to two significant figures,215,Rounding to Significant Figures,A,What is \( \mathbf{1 8 7 . 2 5 9} \) rounded to two significant figures?,\( 190 \),\( 180 \),\( 187.26 \),\( 8 \),,1379.0,739.0,,,0.0
647,3125,Multiply surds by an integer,249,Operations with Surds,C,"\(9 \times \sqrt{3}\)

Simplify, if possible.",\( \sqrt{12} \),\( \sqrt{27} \),\( 9 \sqrt{3} \),Cannot be simplified,19.0,2082.0,,754.0,Indices & Surds,1.0
648,1411,Expand two brackets with linear terms in the form (ax + b)²,51,Expanding Double Brackets,C,"Expand and simplify:
\(
(3 y-4)^{2}
\)",\( 9 y^{2}-16 \),\( 9 y^{2}+16 \),\( 9 y^{2}-24 y+16 \),\( (3 y-4)(3 y-4) \),1872.0,1872.0,,894.0,Algebra,0.0
649,311,Multiply a decimal by an integer,224,Multiplying and Dividing with Decimals,B,"Tom and Katie are discussing multiplying decimals.

Tom says \( 5 \times 3.9=3 \times 5.9 \)

Katie says \( 5 \times 3.9=3.9 \times 5 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,2051.0,,2051.0,638.0,,0.0
650,2432,Describe the properties of an isosceles triangle,175,Properties of Triangles,B,Which description describes an isosceles triangle?,A triangle with one right angle.,A triangle with two sides of equal length and two equal angles.,A triangle with three sides of equal length and three equal angles.,A triangle with no sides of equal length and no equal angles.,1970.0,,1176.0,2423.0,Geometry,0.0
652,3513,Describe a term-to-term sequence,173,Other Sequences,D,"Which of the following term-to-term rule describes this sequence?
\[
4, \quad 10, \quad 28, \quad 82, \quad \ldots
\]",To get the next term you add \( 6 \) to the previous term,To get the next term you add the previous two terms together,To get the next term you double the previous term and add \( 2 \),To get the next term you multiply the previous term by \( 3 \) and subtract \( 2 \),108.0,,108.0,,,0.0
653,223,Round numbers between 0 and 1 to one significant figure,215,Rounding to Significant Figures,C,"Round this number to \( 1 \) significant figure:
\( 0.00809 \)",\( 0.01 \),\( 0 \),\( 0.008 \),\( 0.009 \),2392.0,1876.0,,1988.0,,0.0
654,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,A,"Simplify the following, if possible: \( \frac{m^{2}-2 m-3}{m-3} \)",\( m+1 \),\( m-2 \),\( m-1 \),Does not simplify,,,,167.0,,0.0
656,471,Recognise cube numbers,246,"Square Roots, Cube Roots, etc",C,What is the first cube number greater than \( 40 \) ?,\( 43 \),\( 49 \),\( 64 \),\( 125 \),183.0,2576.0,,,,0.0
657,29,Order integers with the same number of digits,202,Place Value,A,"Tom and Katie are discussing how to order integers

Tom says \( 5000 \) is greater than \( 4987 \)

Katie says \( 3050 \) is greater than \( 3500 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,2375.0,2375.0,1365.0,,0.0
658,3074,Work out the y-intercept of a line from an accurate drawing,260,Finding the Gradient and Intercept of a Line from the Equation,B,"Use a graphing program (e.g. Desmos) to plot the following pairs of functions.
\[
y=x^{2} - 4 \quad \text { and } \quad y=x-4
\]

Tom says both functions are linear

Katie says both functions cross the \( y \)-axis at the same point

Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,,2511.0,780.0,,0.0
659,1790,Work out the size of each interior angle in a regular polygon,183,Angles in Polygons,D,Tom and Katie are discussing how to calculate the size of each interior angle in a regular \( 18 \) sided shape Tom says you can do \( \frac{20 \times 180}{18} \) Katie says you can do \( 360-\frac{180}{18} \) Who is correct?,"Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,654.0,1907.0,,,Geometry,0.0
663,3343,Recognise and use efficient methods for mental division,204,Mental Multiplication and Division,A,"This is how Teddy calculates the answer to \( 600 \div 25 \) mentally ""There are \( 4 \) lots of \( 25 \) in 100. I then multiplied \( 4 \) by \( 6 \) to get \( 24 \). So \( 600 \) divided by \( 25 \) is \( 24 \)"" Teddy uses the same method to calculate \( 800 \div 25 \). Which of the following shows how he would do this?","There are \( 4 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 4 \) by \( 8 \) 
So the answer is \( 32 \)","There are \( 4 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 8 \) by \( 6 \) 
So the answer is \( 48 \)","There are \( 6 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 6 \) by \( 4 \) 
So the answer is \( 24 \)","There are \( 8 \) lots of \( 25 \) in \( 100 \)
Then I multiplied \( 8 \) by \( 6 \) 
So the answer is \( 48 \)",,2438.0,,,,0.0
664,218,Round numbers to two decimal places,214,Rounding to Decimal Places,A,"Two different numbers are equal to \( 4.37 \) to two decimal places.
The numbers could be....","\( 4.3708 \)
and
\( 4.3651 \)","\[
4.3728
\]
and
\[
4.3628
\]","\( 4.373 \)
and
\( 3.371 \)","\[
4.3751
\]
and
\[
4.3659
\]",,1988.0,,1379.0,,0.0
665,3104,Understand the meaning of congruency,274,Congruency in Other Shapes,C,"Tom and Katie are discussing congruent shapes.
Tom says you can reflect a shape and it will still be congruent to the original.

Katie says you can rotate a shape and it will still be congruent to the original.
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1318.0,1318.0,,1318.0,,0.0
666,212,Round non-integers to the nearest 100,213,"Rounding to the Nearest Whole (10, 100, etc)",B,"\[
34590.8549
\]
What is this number rounded to the nearest \( 100 \) ?",\( 34590 \),\( 34600 \),\( 34500 \),\( 35000 \),1248.0,,1379.0,2392.0,,0.0
667,383,Convert decimals greater than 1 to percentages,239,Converting between Decimals and Percentages,D,How do you write \( 4.6 \) as a percentage?,\( 46 \% \),\( 0.046 \% \),\( 4.6 \% \),\( 460 \% \),61.0,1973.0,1965.0,,,0.0
668,2761,Calculate the mode as an average from a list of data when there is a single mode,102,"Averages (mean, median, mode) from a List of Data",D,"What is the mode of the following numbers?
\[
0,0,2,2
\]",\( 0 \) and \( 2 \),\( 2 \),\( 1 \),There is no mode,2152.0,375.0,1264.0,,Statistics,1.0
670,873,Calculate the change from purchases between £1 and £5,41,Basic Money,D,"A magazine costs \( £ 2.70 \).

Isaac pays for it with a \( £ 5 \) note.

How much change should he receive?",\( £ 2.70 \),\( £ 3.30 \),\( £ 7.70 \),\( £ 2.30 \),791.0,730.0,1773.0,,,0.0
671,2438,Identify a right-angled triangle from a description of the properties,175,Properties of Triangles,C,"A triangle has the following angles: \( 90^{\degree}, 45^{\degree}, 45^{\degree} \) Statement 1. It must be a right angled triangle 
Statement 2. It must be an isosceles triangle
Which is true?",Statement \( 1 \),Statement \( 2 \),Both statements,Neither statement,2189.0,219.0,,,Geometry,1.0
672,3337,Identify the number of degrees in fractions of a turn,73,"Types, Naming and Estimating",D,How many degrees are there in three-quarters of a turn?,\( 75\degree \),\( 90\degree \),\( 180\degree\),\( 270\degree \),2.0,1057.0,,,,0.0
676,1273,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251,Simplifying Expressions by Collecting Like Terms,C,"Simplify, if possible:
\[
e+e+e
\]",\( e^{3} \),e3,\( 3 e \),Does not simplify,954.0,267.0,,436.0,Algebra,1.0
678,3408,Complete multi-step mental calculations,203,Mental Addition and Subtraction,B,"What is the value of:

\[
485+78-9
\]",\( 398 \),\( 554 \),\( 572 \),\( 444 \),2135.0,,,1383.0,,0.0
679,204,Convert the reminders from written division problems into decimals,208,Written Division,D,"John has been asked to work out the answer to:
\[
231 \div 4
\]
He gets the answer \( 57 \) remainder \( 3 \)
What is the exact value of that remainder?",\( 3 \),\( 0.34 \),\( 0.3 \),\( 0.75 \),986.0,1046.0,1447.0,,,0.0
681,1042,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166,Solving Linear Inequalities,B,"Tom and Katie are arguing about the solution to this inequality:
\[
15 \geq 4 m
\]

Tom says \( m \) could be \( 4 \)

Katie says \( m \) could be \( 3.75 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1880.0,,,1660.0,,0.0
683,471,Recognise cube numbers,245,"Squares, Cubes, etc",D,Which of the following numbers is a cube number?,\( 3 \),\( 6 \),\( 9 \),None of these numbers are cube numbers,2583.0,2583.0,2576.0,,,0.0
684,179,Subtract integers up to 4 digits using a written method where carrying is not needed,206,Written Subtraction,C,How should you line up the digits to calculate \( 3152-809 \) ?,\( \begin{array}{r}\quad\space3152 \\ -809\end{array} \),\( \begin{array}{r}\quad\quad3152 \\ -89\end{array} \),\( \begin{array}{r}\space3152 \\ -\space809\end{array} \),\( \begin{array}{r}3152 \\ -\space 89\end{array} \),2203.0,539.0,,539.0,,0.0
685,334,Identify common factors of two numbers,219,Factors and Highest Common Factor,A,A common factor of \( 6 \) and \( 9 \) is...,\( 3 \),\( 6 \),\( 9 \),\( 18 \),,1702.0,2150.0,710.0,,0.0
687,211,Round non-integers to the nearest 10,213,"Rounding to the Nearest Whole (10, 100, etc)",B,What is \( \mathbf{8 6 9 8 . 9} \) rounded to the nearest ten?,\( 8699 \),\( 8700 \),\( 8690 \),\( 9000 \),2392.0,,1379.0,1248.0,,0.0
689,1472,"Solve two-step linear equations, with the variable on one side, involving positive fractions",64,Linear Equations,A,"Solve the equation:
\(
10=\frac{5}{p}
\)",\( p=0.5 \),\( p=50 \),\( p=2 \),There are no solutions,,1214.0,623.0,1130.0,Algebra,1.0
690,1091,Recognise when an ascending sequence is linear,171,Linear Sequences (nth term),B,"Tom and Katie are discussing linear sequences.

Tom says this is a linear sequence: \( 1,2,4,7,11, \ldots \) 

Katie says this is a linear sequence: \( 1.2,1.4,1.6,1.8,2, \ldots \) 

Who is correct?
",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1198.0,,1198.0,1198.0,Sequences,1.0
691,2028,Convert between cm and m,195,Length Units,C,\( 27 \mathrm{~cm}=\square \mathrm{m} \),\( 0.3 \),\( 2700 \),\( 0.27 \),\( 2.7 \),1151.0,1651.0,,704.0,,0.0
694,1627,Multiply algebraic fractions where the numerators and denominators are all single terms,1079,Multiplying and Dividing Algebraic Fractions,A,"Express the following as a single fraction, writing your answer as simply as possible:

\(
\frac{1}{s} \times \frac{2}{t}
\)",\( \frac{2}{s t} \),\( \frac{t+2 s}{s t} \),\( \frac{3}{s+t} \),\( \frac{3}{s t} \),,1549.0,1980.0,317.0,,0.0
695,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,B,\( 18 \div 2+2 \times 2= \),\( 3 \),\( 13 \),\( 22 \),\( 12 \),15.0,,1507.0,,,0.0
697,2758,Calculate the mean as an average from a list of data,102,"Averages (mean, median, mode) from a List of Data",B,"Without using a calculator, what is the mean of the following numbers?

\[
2,2,3,3,2
\]",\( 2 \),A little more than \( 2 \),\( 3 \),A little less than \( 2 \),377.0,,836.0,,Statistics,1.0
699,2774,Calculate the range from a list of data,339,Range and Interquartile Range from a List of Data,B,"Tom and Katie are discussing the \( 5 \) plants with these heights:
\[
23 \mathrm{~cm}, \quad 17 \mathrm{~cm}, \quad 40 \mathrm{~cm}, \quad 25 \mathrm{~cm}, \quad 31 \mathrm{~cm}
\]

Tom says if all the plants doubled in height, the range wouldn't change.

Katie says if all the plants grew by \( 12 \mathrm{~cm} \) each, the range wouldn't change.
Who do you agree with?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1287.0,,1287.0,1073.0,Statistics,1.0
